,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIOD,PERIOD_IN_DAYS,AVG_KWH_PER_DAY,TOTAL_INVOICE
28914,0053BB,01/01/2019,31/01/2019,13698.0,"1 664,44",30 days,30,456.6,35
28915,0053BB,01/02/2019,28/02/2019,12484.0,"1 519,71",27 days,27,462.3703703703704,35
28916,0053BB,01/03/2019,31/03/2019,13995.0,"1 701,90",30 days,30,466.5,35
28917,0053BB,01/04/2019,30/04/2019,14085.0,"1 713,13",29 days,29,485.6896551724138,35
28918,0053BB,01/05/2019,31/05/2019,14714.0,"1 786,97",30 days,30,490.46666666666664,35
28919,0053BB,01/06/2019,30/06/2019,14680.0,"1 788,34",29 days,29,506.2068965517241,35
28920,0053BB,01/07/2019,31/07/2019,14538.0,"1 769,11",30 days,30,484.6,35
28921,0053BB,01/08/2019,31/08/2019,14294.0,"1 739,31",30 days,30,476.46666666666664,35
28922,0053BB,01/09/2019,30/09/2019,13798.0,"1 677,42",29 days,29,475.7931034482759,35
28923,0053BB,01/10/2019,31/10/2019,14182.0,"1 722,33",30 days,30,472.73333333333335,35
28924,0053BB,01/11/2019,30/11/2019,13789.0,"1 882,21",29 days,29,475.48275862068965,35
28925,0053BB,01/12/2019,31/12/2019,14018.0,"1 702,27",30 days,30,467.26666666666665,35
28926,0053BB,01/01/2020,31/01/2020,14040.0,"2 058,69",30 days,30,468.0,35
28927,0053BB,01/02/2020,29/02/2020,13278.0,"1 947,76",28 days,28,474.2142857142857,35
28928,0053BB,01/03/2020,31/03/2020,14203.0,"2 084,98",30 days,30,473.43333333333334,35
28929,0053BB,01/04/2020,30/04/2020,13913.0,"2 035,44",29 days,29,479.7586206896552,35
28930,0053BB,01/05/2020,31/05/2020,14483.0,"2 117,07",30 days,30,482.76666666666665,35
28931,0053BB,01/06/2020,30/06/2020,14266.0,"2 083,32",29 days,29,491.9310344827586,35
28932,0053BB,01/07/2020,31/07/2020,15029.0,"2 191,83",30 days,30,500.96666666666664,35
28933,0053BB,01/08/2020,31/08/2020,15130.0,"2 204,45",30 days,30,504.3333333333333,35
28934,0053BB,01/09/2020,30/09/2020,14518.0,"2 112,34",29 days,29,500.62068965517244,35
28935,0053BB,01/10/2020,31/10/2020,15058.0,"2 188,43",30 days,30,501.93333333333334,35
28936,0053BB,01/11/2020,30/11/2020,14619.0,"2 015,29",29 days,29,504.1034482758621,35
28937,4008BR,01/01/2018,31/01/2018,4485.0,"533,80",30 days,30,149.5,34
28938,4008BR,02/02/2018,28/02/2018,5046.0,"595,37",26 days,26,194.07692307692307,34
28939,4008BR,01/03/2018,31/03/2018,7919.0,"910,65",30 days,30,263.96666666666664,34
28940,4008BR,01/04/2018,30/04/2018,7740.0,"891,01",29 days,29,266.8965517241379,34
28941,4008BR,01/05/2018,31/05/2018,9101.0,"1 040,36",30 days,30,303.3666666666667,34
28942,4008BR,01/06/2018,30/06/2018,7799.0,"897,48",29 days,29,268.9310344827586,34
28943,4008BR,01/07/2018,31/07/2018,8403.0,"964,35",30 days,30,280.1,34
28944,4008BR,01/08/2018,31/08/2018,9288.0,"1 061,53",30 days,30,309.6,34
28945,4008BR,01/09/2018,30/09/2018,8044.0,"924,93",29 days,29,277.37931034482756,34
28946,4008BR,01/10/2018,31/10/2018,8825.0,"1 010,69",30 days,30,294.1666666666667,34
28947,4008BR,01/11/2018,30/11/2018,7300.0,"843,23",29 days,29,251.72413793103448,34
28948,4008BR,01/12/2018,31/12/2018,9038.0,"1 034,08",30 days,30,301.26666666666665,34
28949,4008BR,01/01/2019,31/01/2019,7216.0,"825,63",30 days,30,240.53333333333333,34
28950,4008BR,01/02/2019,28/02/2019,7311.0,"835,95",27 days,27,270.77777777777777,34
28951,4008BR,01/03/2019,31/03/2019,7529.0,"859,64",30 days,30,250.96666666666667,34
28952,4008BR,01/04/2019,30/04/2019,8457.0,"960,47",29 days,29,291.62068965517244,34
28953,4008BR,01/05/2019,31/05/2019,7809.0,"1 080,21",30 days,30,260.3,34
28954,4008BR,01/06/2019,30/06/2019,5840.0,"818,33",29 days,29,201.3793103448276,34
28955,4008BR,01/07/2019,31/07/2019,6376.0,"889,62",30 days,30,212.53333333333333,34
28956,4008BR,01/08/2019,31/08/2019,6879.0,"956,52",30 days,30,229.3,34
28957,4008BR,01/09/2019,30/09/2019,5137.0,"724,84",29 days,29,177.13793103448276,34
28958,4008BR,01/10/2019,31/10/2019,6480.0,"903,45",30 days,30,216.0,34
28959,4008BR,01/11/2019,30/11/2019,5286.0,"744,65",29 days,29,182.27586206896552,34
28960,4008BR,01/12/2019,31/12/2019,6601.0,"919,55",30 days,30,220.03333333333333,34
28961,4008BR,01/01/2020,31/01/2020,4945.0,"692,76",30 days,30,164.83333333333334,34
28962,4008BR,01/02/2020,29/02/2020,5342.0,"745,04",28 days,28,190.78571428571428,34
28963,4008BR,01/03/2020,31/03/2020,5368.0,"748,46",30 days,30,178.93333333333334,34
28964,4008BR,01/04/2020,30/04/2020,5986.0,"829,84",29 days,29,206.41379310344828,34
28965,4008BR,01/05/2020,31/05/2020,4999.0,"699,87",30 days,30,166.63333333333333,34
28966,4008BR,01/06/2020,30/06/2020,5438.0,"757,68",29 days,29,187.51724137931035,34
28967,4008BR,01/07/2020,31/07/2020,6172.0,"854,33",30 days,30,205.73333333333332,34
28968,4008BR,01/08/2020,31/08/2020,5591.0,"777,83",30 days,30,186.36666666666667,34
28969,4008BR,01/09/2020,30/09/2020,5239.0,"731,48",29 days,29,180.6551724137931,34
28970,4008BR,01/10/2020,31/10/2020,5632.0,"783,23",30 days,30,187.73333333333332,34
28971,0383KO,01/01/2018,31/01/2018,2603.0,"342,60",30 days,30,86.76666666666667,35
28972,0383KO,01/02/2018,28/02/2018,2436.0,"321,07",27 days,27,90.22222222222223,35
28973,0383KO,01/03/2018,31/03/2018,2780.0,"363,84",30 days,30,92.66666666666667,35
28974,0383KO,01/04/2018,30/04/2018,2775.0,"362,45",29 days,29,95.6896551724138,35
